#Name,Field,RA,DEC,u_mag,v_mag,g_mag,r_mag,i_mag,z_mag,y_mag,j_mag,h_mag,k_mag,lprime_mag,m_mag
J284.0137+08.0534,19h,18.934248,8.05341,None,None,17.1611,16.1239,15.7340,15.4589,None,None,None,None,None,None
J284.0276+08.0351,19h,18.935171,8.03507,None,None,18.7152,17.3885,16.8022,16.4014,None,None,None,None,None,None
J284.0293+08.0224,19h,18.935288,8.02242,None,None,18.2263,17.0351,16.5636,16.2891,None,None,None,None,None,None
J284.0393+07.9804,19h,18.935950,7.98043,None,None,17.4997,16.2923,15.7272,15.3686,None,None,None,None,None,None
J284.0495+08.0061,19h,18.936630,8.00608,None,None,17.9035,16.5775,15.9310,15.4943,None,None,None,None,None,None
J284.0525+07.9986,19h,18.936836,7.99858,None,None,16.9256,15.8081,15.3772,15.0949,None,None,None,None,None,None
J284.0543+08.0132,19h,18.936951,8.01325,None,None,17.0949,16.0775,15.6106,15.3188,None,None,None,None,None,None
J301.1981+09.7654,20h,20.079872,9.76538,None,None,18.0120,17.2015,16.8992,16.7302,None,None,None,None,None,None
J301.2041+09.7793,20h,20.080270,9.77929,None,None,18.0835,17.2366,16.9091,16.7246,None,None,None,None,None,None
J301.2193+09.7989,20h,20.081287,9.79886,None,None,17.7138,16.9726,16.7456,16.6037,None,None,None,None,None,None
J301.2205+09.7957,20h,20.081366,9.79568,None,None,16.6163,15.8116,15.5428,15.3884,None,None,None,None,None,None
J301.2211+09.8152,20h,20.081406,9.81521,None,None,18.2121,17.5655,17.3292,17.2191,None,None,None,None,None,None
J301.2287+09.7979,20h,20.081912,9.79786,None,None,17.4923,16.9028,16.6981,16.6126,None,None,None,None,None,None
J301.2298+09.7781,20h,20.081987,9.77806,None,None,16.1495,15.5315,15.3227,15.2276,None,None,None,None,None,None
J301.2333+09.8281,20h,20.082221,9.82808,None,None,17.9096,17.1934,16.9289,16.7983,None,None,None,None,None,None
J301.2369+09.8251,20h,20.082460,9.82512,None,None,18.4940,17.4199,17.0160,16.7895,None,None,None,None,None,None
J301.2397+09.7762,20h,20.082649,9.77619,None,None,16.3901,15.7952,15.5928,15.4959,None,None,None,None,None,None
J301.2410+09.8234,20h,20.082735,9.82336,None,None,17.7783,17.2410,17.0599,16.9810,None,None,None,None,None,None
J301.2461+09.7827,20h,20.083077,9.78266,None,None,16.0878,15.5880,15.4297,15.3667,None,None,None,None,None,None
J301.2520+09.8099,20h,20.083464,9.80990,None,None,18.0244,17.4252,17.2211,17.1202,None,None,None,None,None,None
J301.2544+09.8155,20h,20.083628,9.81554,None,None,16.8674,16.2991,16.0821,15.9834,None,None,None,None,None,None
J301.2563+09.8283,20h,20.083754,9.82833,None,None,18.5298,17.8836,17.6599,17.5637,None,None,None,None,None,None
J301.2685+09.7626,20h,20.084566,9.76256,None,None,16.7585,16.2433,16.0478,15.9473,None,None,None,None,None,None
J301.2698+09.7803,20h,20.084651,9.78031,None,None,17.1181,16.5520,16.3648,16.2740,None,None,None,None,None,None
J301.2724+09.7820,20h,20.084827,9.78197,None,None,16.7768,16.0831,15.8670,15.7427,None,None,None,None,None,None
J316.2339+08.0194,21h,21.082258,8.01941,None,None,18.8406,17.6432,17.2073,16.9529,None,None,None,None,None,None
J316.2485+07.9866,21h,21.083235,7.98658,None,None,16.9028,16.4191,16.2670,16.2117,None,None,None,None,None,None
J316.2524+07.9856,21h,21.083494,7.98560,None,None,18.3381,17.0184,16.4752,16.1556,None,None,None,None,None,None
J316.2623+07.9820,21h,21.084152,7.98204,None,None,17.9378,17.5344,17.4076,17.3742,None,None,None,None,None,None
J316.2655+07.9863,21h,21.084365,7.98632,None,None,18.5878,17.5652,17.2101,17.0009,None,None,None,None,None,None
J316.2657+07.9572,21h,21.084378,7.95717,None,None,17.9311,17.4438,17.2862,17.2399,None,None,None,None,None,None
J316.2658+07.9736,21h,21.084383,7.97358,None,None,18.8547,18.1776,17.9494,17.8276,None,None,None,None,None,None
J316.2683+07.9970,21h,21.084556,7.99696,None,None,15.8041,15.3912,15.2755,15.2431,None,None,None,None,None,None
J316.2790+07.9557,21h,21.085265,7.95572,None,None,16.9546,16.4567,16.3004,16.2422,None,None,None,None,None,None
J316.2980+08.0074,21h,21.086532,8.00742,None,None,18.4265,17.8695,17.6870,17.6031,None,None,None,None,None,None
J316.3011+07.9786,21h,21.086742,7.97865,None,None,17.6303,16.6156,16.2733,16.0765,None,None,None,None,None,None
J330.9123+09.4722,22h,22.060818,9.47218,None,None,16.5427,15.8259,15.5974,15.4825,None,None,None,None,None,None
J330.9308+09.4516,22h,22.062054,9.45165,None,None,17.5354,16.1940,15.6239,15.2780,None,None,None,None,None,None
J330.9359+09.4526,22h,22.062396,9.45260,None,None,17.9467,16.6142,16.0955,15.7954,None,None,None,None,None,None
J330.9421+09.4658,22h,22.062806,9.46576,None,None,17.7527,17.3947,17.2720,17.2231,None,None,None,None,None,None
J330.9480+09.4539,22h,22.063201,9.45393,None,None,17.4910,16.9301,16.7541,16.6757,None,None,None,None,None,None
J330.9672+09.4411,22h,22.064477,9.44115,None,None,17.6637,16.7572,16.4376,16.2407,None,None,None,None,None,None
J330.9734+09.4542,22h,22.064891,9.45417,None,None,16.9129,16.1277,15.9039,15.7724,None,None,None,None,None,None
J330.9801+09.4991,22h,22.065340,9.49907,None,None,16.8369,16.3700,16.2270,16.1650,None,None,None,None,None,None
J330.9804+09.4896,22h,22.065357,9.48956,None,None,16.7776,16.1218,15.9274,15.8349,None,None,None,None,None,None
J330.9828+09.4463,22h,22.065522,9.44629,None,None,17.6583,16.9610,16.7481,16.6314,None,None,None,None,None,None
J330.9917+09.4615,22h,22.066114,9.46153,None,None,17.6041,16.2344,15.6830,15.3574,None,None,None,None,None,None
J331.0013+09.4390,22h,22.066752,9.43900,None,None,18.7720,18.1806,17.9645,17.8613,None,None,None,None,None,None
J343.7409+08.4949,23h,22.916057,8.49493,None,None,16.6637,16.1556,15.9825,15.9270,None,None,None,None,None,None
J343.7624+08.5238,23h,22.917490,8.52376,None,None,16.6638,16.2659,16.1586,16.1220,None,None,None,None,None,None
J343.7646+08.5014,23h,22.917642,8.50138,None,None,17.0010,16.3154,16.0933,15.9760,None,None,None,None,None,None
J343.7659+08.4783,23h,22.917727,8.47834,None,None,17.2479,16.7738,16.6269,16.5714,None,None,None,None,None,None
J343.7744+08.5013,23h,22.918288,8.50134,None,None,18.4101,17.0204,15.7056,15.0373,None,None,None,None,None,None
J343.7888+08.4939,23h,22.919252,8.49390,None,None,17.7011,16.9712,16.7261,16.5939,None,None,None,None,None,None
J343.8009+08.4809,23h,22.920059,8.48093,None,None,17.1960,16.2430,15.9443,15.7701,None,None,None,None,None,None
J343.8054+08.4594,23h,22.920361,8.45938,None,None,17.9890,16.6467,16.1218,15.8214,None,None,None,None,None,None
